WARN   | wrapper  | 2013/05/05 23:50:48 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.run(NioWorker.java:178)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:44:49 | [2013-05-06 11:44:49,611][WARN ][transport.netty          ] [FLY] exception caught on transport layer [[id: 0x164bc68d, /192.168.1.202:49277 => /192.168.1.202:9300]], closing connection
INFO   | jvm 1    | 2013/05/06 11:44:49 | java.io.IOException: Operation timed out
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.FileDispatcher.read0(Native Method)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketDispatcher.read(SocketDispatcher.java:21)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.readIntoNativeBuffer(IOUtil.java:198)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.read(IOUtil.java:166)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:245)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.read(NioWorker.java:64)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.process(AbstractNioWorker.java:107)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.run(AbstractNioWorker.java:88)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.run(NioWorker.java:178)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:44:49 | [2013-05-06 11:44:49,611][WARN ][transport.netty          ] [FLY] exception caught on transport layer [[id: 0x07bbc489, /192.168.1.202:49280 => /192.168.1.202:9300]], closing connection
INFO   | jvm 1    | 2013/05/06 11:44:49 | java.io.IOException: Operation timed out
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.FileDispatcher.read0(Native Method)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketDispatcher.read(SocketDispatcher.java:21)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.readIntoNativeBuffer(IOUtil.java:198)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.read(IOUtil.java:166)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:245)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.read(NioWorker.java:64)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.process(AbstractNioWorker.java:107)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.run(AbstractNioWorker.java:88)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.run(NioWorker.java:178)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:48:49 | [2013-05-06 11:48:49,842][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 11:48:49 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:48:49 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:48:49 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 11:52:50 | [2013-05-06 11:52:50,136][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 11:52:50 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:52:50 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:52:50 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 11:56:50 | [2013-05-06 11:56:50,437][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 11:56:50 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:56:50 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:56:50 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 12:00:50 | [2013-05-06 12:00:50,734][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 12:00:50 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 12:00:50 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 12:00:50 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 12:04:51 | [2013-05-06 12:04:51,036][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 12:04:51 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 12:04:51 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 12:04:51 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 12:08:51 | [2013-05-06 12:08:51,335][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 12:08:51 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:580)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.transport.TransportService.connectToNode(TransportService.java:127)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.cluster.service.InternalClusterService$ReconnectToNodes.run(InternalClusterService.java:401)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 12:08:51 | Caused by: org.elasticsearch.common.netty.channel.ConnectTimeoutException: connection timed out: /192.168.1.202:9300
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.processConnectTimeout(NioClientBoss.java:137)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.process(NioClientBoss.java:83)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioClientBoss.run(NioClientBoss.java:42)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 12:08:51 | 	... 3 more
INFO   | jvm 1    | 2013/05/06 12:12:51 | [2013-05-06 12:12:51,637][WARN ][cluster.service          ] [FLY] failed to reconnect to node [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}
INFO   | jvm 1    | 2013/05/06 12:12:51 | org.elasticsearch.transport.ConnectTransportException: [FLY][inet[/192.168.1.202:9300]] connect_timeout[30s]
INFO   | jvm 1    | 2013/05/06 12:12:51 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToChannels(NettyTransport.java:671)
INFO   | jvm 1    | 2013/05/06 12:12:51 | 	at org.elasticsearch.transport.netty.NettyTransport.connectToNode(NettyTransport.java:610)
